crab shanty;668625922539569152;#dinner @ The Original Crab Shanty https://t.co/byM6GVtqMC;true;
dos toros;669578183839227905;I'm at @DosToros Taqueria in New York, NY https://t.co/REiptdxWss;true;
dos toros;669682780931010560;I'm at @DosToros Taqueria in New York, NY https://t.co/hgVXBN5vD3;true;
sumac;670071397767622656;1 and only #sumac https://t.co/vN5Ri3QrfY;false;
gotan;669708773204754432;Perfect craft at gotannyc   #newyorkcoffeefestival #nycf #coffee #craft #barista #latteart @ GOTAN https://t.co/ntilowsaVg;true;
gotan;668635655627530240;this song playing in starbucks rn is so ill that I had to ask them to find out the name and artist.......epoca by gotan project;false;
amma;667550565069692928;I just love it when Walgreens have sale .. Amma shop till I drop .. lol @ Walgreens https://t.co/vwRJoibEOp;true;
amma;667579654740553728;Think amma give social media a rest ?;false;
the joyce theater;668074502841090052;Terrific @tharptwyla performance last night! thejoycetheater @lincolncenter #dance #playbill… https://t.co/dYI02VKQwE;true;
the joyce theater;669674136789192704;Ready to rock and roll at work. #selfie #audio #avlife @ The Joyce Theater https://t.co/WqK36cHYKB;true;
the joyce theater;668551797347393536;A #nightout on the town @dquintavalle @tharptwyla thejoycetheater @lincolncenter #dance #tgif #selfie… https://t.co/jjHEYKYl9T;true;
the joyce theater;667869106499112961;A #fridayevening with @tharptwyla @lincolncenter thejoycetheater and a #fountain #tgif @ David H Koch… https://t.co/lo2XNQL4ao;true;
the joyce theater;668550935157805056;A #nightout on the town @dquintavalle @tharptwyla thejoycetheater @lincolncenter #dance #tgif #selfie… https://t.co/nb4ZhErfYJ;true;
barrage;668308465832456193;Con mi pana #pedromoreno en #nuevayork @ Barrage Bar https://t.co/lZbhkCxvY7;true;
barrage;669925615441747968;Nothing says Thanksgiving like a barrage of emails about Black Friday sales. Happy Thanksgiving all!;false;
acquista trattoria;669013832321376256;Dinner With The BFF. @justmanika #friends #italianfood #pizza #food #foodporn @ Acquista Trattoria https://t.co/MOhpSfurog;true;
amc theatres;670274024950398976;I'm at AMC Bay Plaza Cinema 13 - @amctheatres for The Peanuts Movie in Bronx, NY https://t.co/TXS97o8sG1;true;
amc theatres;669600161979621376;First day of training for AMC RFM 8! (@ AMC Loews Nassau Metroplex 10 - @amctheatres in Levittown, NY) https://t.co/aI85GIxFxi;true;
amc theatres;669701744633454592;I'm at AMC Loews Raceway 10 - @amctheatres for The Hunger Games: Mockingjay - Part 2 in Westbury, NY https://t.co/uS24ZN0VL8;true;
amc theatres;668611575843037184;I'm at AMC Loews Kips Bay 15 - @amctheatres for Spectre in New York, NY https://t.co/y4rMhvsWys;true;
amc theatres;667788141181460480;Last night @TheHungerGames Mockingjay Part 2 was absolutely Epic thank you @AMCTheatres for being amazing as always;false;
amc theatres;669312963409481729;I'm at AMC Empire 25 - @amctheatres in New York, NY https://t.co/mqDqwnH3Jr;true;
amc theatres;670020725093359616;I'm at AMC Loews Stony Brook 17 - @amctheatres for Creed in Stony Brook, NY https://t.co/yyfUP7bfwJ;true;
amc theatres;668579844582690817;The Walk (@ AMC Loews 19th Street East 6 - @amctheatres for The Walk in New York, NY) https://t.co/J1XQsiyIuG;true;
amc theatres;669342846164574208;I'm at AMC Empire 25 - @amctheatres in New York, NY https://t.co/KS0d9iJenm;true;
amc theatres;667455888760770560;Last night at the #mockingjaypremiere @amctheatres @ AMC Empire 25 https://t.co/9BMEFG7y0S;true;
lovers rock;667844838918852610;Laws.... @ Lovers Rock https://t.co/4W78xhSUdt;true;
lovers rock;667455290091028480;Inna #SlengTeng session loversrocknyc wit @jonnygofigure @screechydan @metricman jjerfree big up… https://t.co/jcn7LxdtQD;true;
the wing bar;668187508908408832;I'm at @TheWingBar in Brooklyn, NY https://t.co/ik2pDZe2n4;true;
library bar;668645128798494721;"Aram is a bad influence," says @rolandnyc. Yes, yes I am. @ The Library Bar https://t.co/EegMgag5mE;true;
library bar;668508629851484161;pints ?with @acefromthemun @ The Library Bar @ Nomad Hotel https://t.co/XWEHLKq7yg;true;
library bar;667830318502514688;Reminiscent of an old English club at @hudsonnyc #LibraryBar #perfectcozy #relaxing #fireplace… https://t.co/f2qc2joFwe;true;
stitch bar;667891996359553028;Birthday shenanigans culminates with rockin party. Thanks to all who came!! (@ Stitch Bar & Lounge in New York, NY) https://t.co/4yBasDsrRh;true;
angelika film center;667779439837728768;Afternoon lesbian tryst #smithgaltneynyc @ Angelika Film Center https://t.co/C2DPWV2feX;true;
angelika film center;667440276131160065;#LetUsPlay movie premiere @ Angelika Film Center https://t.co/jwto4Q45eF;true;
angelika film center;668991883553677312;Carolllll (@ Angelika Film Center for Carol in New York, NY) https://t.co/C5dRu1u5WN;true;
angelika film center;668615288057909248;perfect night in #nyc @ Angelika Film Center https://t.co/wdua3Wly9K;true;
angelika film center;668534802816114690;Watching Carol #cateblanchette (@ Angelika Film Center for Carol in New York, NY) https://t.co/TJ7bwzI9o3;true;
angelika film center;668536524003233792;I'm at Angelika Film Center for Carol in New York, NY https://t.co/TSdhGtiFQ8;true;
angelika film center;668991409513439232;Yes (@ Angelika Film Center in New York, NY) https://t.co/M3djOSAIpI;true;
angelika film center;668991358053543936;I'm at Angelika Film Center for Love 3D in New York, NY https://t.co/PVuGfWl78L;true;
angelika film center;667934481983123456;[cate blanchett muttering under her breath] *my diamonds* @ Angelika Film Center https://t.co/dGKu0abCew;true;
angelika film center;668488048930390016;WHERE TO INVADE NEXT + Q&A w/ writer, producer & director-Michael Moore. (@ Angelika Film Center in New York, NY) https://t.co/7mNSUTue6G;true;
radio star;667814077687730176;Head over to #HOODSLAM 80's For The Ladies IV - Revenge Of The Radio Star TONIGHT! #FTF https://t.co/dmMkE5fXD3 https://t.co/s57CaPZLYL;false;
sprinkles cupcakes;668529503988248580;Mmmmm (@ Sprinkles Cupcakes in New York, NY) https://t.co/bFdyLfFsOz;true;
sprinkles cupcakes;669923106937561088;I'm at Sprinkles Cupcakes in New York, NY https://t.co/d2T4kV2Rkm;true;
dahlia's;669698482006056961;already miss dis bitch #ugliestfriends @ Dahlia's Mexican Restaurant - East 5th https://t.co/SO5Eekm29v;true;
dahlia's;668181799084949504;Happy birthday, Anne! ?? (@ Dahlia's Mexican Restaurant - @dahliasrest in New York, NY) https://t.co/Qg625m5AB1;true;
dahlia's;667905422464958464;When you both classify as robin scherbatsky @ Dahlia's Mexican Restaurant… https://t.co/4A3vMUSF1k;true;
dahlia's;668953890189131776;Only little person Ik that can keep up? ly super mucho @ Dahlia's Mexican… https://t.co/HcuRevVBhu;true;
dahlia's;668199592316522496;I'm at Dahlia's Mexican Restaurant - @dahliasrest in New York, NY https://t.co/OZvVE62GrV;true;
dahlia's;668298081117409282;when the lemons celebrate sweatgracenyc #margaritas @ Dahlia's Mexican Restaurant - Greenwich St. https://t.co/Hb7Qi4VWYR;true;
dahlia's;668090892071256064;#NYCmissed Beautiful girl at Dahlia's upstairs at GCT - m4w (Midtown East) https://t.co/4KTFzsxXfz;true;
dahlia's;667908724149719040;? @ Dahlia's Mexican Restaurant - East 5th https://t.co/iFc9uu68CG;true;
bogota latin bistro;668121328155783168;Of course (@ Bogota Latin Bistro - @bogotabistro in Brooklyn, NY) https://t.co/apaDzzXPhd;true;
bogota latin bistro;670277189909225472;I'm at Bogota Latin Bistro - @bogotabistro in Brooklyn, NY https://t.co/Oaj9AS8Van;true;
l'amour;667789126620594178;L'Hymne à l'amour par Céline sur ABC. Ça doit bien fait rire les rockeux du Bataclan néanmoins https://t.co/uPTkoNKhnl;false;
l'amour;669252565087973378;Le Barca fait l'amour au football ptn c'est pas croyable;false;
l'amour;669532964125057025;Wow, merci! @msfrenchteach appreciate the kind words, l'amour la locomotion! #artedtech  https://t.co/lJZHlwuZnu;false;
l'amour;669111432424894464;95 rpz l'amour j'ai tjrs pas capté;false;
l'amour;669024885172273152;Ne pas croire en l'amour depuis divorcé Lucero et Mijares.. ?????? ?? Mijares ???? ?? ???? ??????? ????? ??? ??????? ???? ?????????;false;
l'amour;668791372460224512;#AMAs : @celinedion chante L'Hymne à l'amour et émeut + faits saillants et gagnants de la soirée https://t.co/Bk4Hf7yCu1;false;
by chloe;669831239935873024;pesto meatball and sweet potato soup for the win ?? #vegan #bychloe @ by CHLOE. https://t.co/C4UZiasXH3;true;
by chloe;668113674331099136;Can't decide what to get for #brunch ? #bychloe #earlybird or #avocadotoast #avocado #toast… https://t.co/gDXhLjYkg5;true;
by chloe;669990687413280768;Some of the best cupcakes in NYC are #vegan bychefchloe ?????? #bychloe @ by CHLOE. https://t.co/RX2g5lb2vi;true;
prova;668415961423286272;@pahhferreiraa boa prova babyzinha;false;
prova;669680327447695360;hoje eu tive a prova definitiva de que minha cabeça tá desgraçadinha;false;
le basket;667345542054178816;The poppy seed roll is the superior vessel for breakfast meats. #fact @ Le Basket https://t.co/XzLY1qwvre;true;
applewood;667477866829991936;Smoked Gouda Mac and cheese with applewood bacon and tomato @fsnewyork @ The Garden Restaurant https://t.co/MW4xHuK7m2;true;
applewood;669643687438233601;smoked hake brandade #applewood #parkslope #brooklyn #brooklyneats #dineout #brandade #fish @ applewood https://t.co/iYwXtA6YnB;true;
miss lily's 7a;667858733276483589;Tonight ??? @misslilyschat 7A #SelectVibes @ Miss Lily's 7A https://t.co/OIkDIVN4bQ;true;
miss lily's 7a;667552862738731008;I'm at Miss Lily's 7A - @misslilyschat in New York, NY w/ @mosquetir https://t.co/lmqQUcuDlo;true;
miss lily's 7a;668276332451799040;I'm at Miss Lily's 7A - @misslilyschat in New York, NY https://t.co/4m2bvh4HhB;true;
the back room;668445856182484992;The Boys In The Back Room (Card Players)  #archibaldmotley #whitneymuseum #NYC #VSCOcam @ Whitney… https://t.co/FDsMzml1be;true;
the back room;668113637366607872;I was shhhhhhh'd out here on my cell ??....#aboutlastnight @ The Back Room https://t.co/tA9cuwVn1U;true;
the back room;668454836866670592;From babies to babes #birthday #juilliard #growingpains #november #thebackroom #speakeasy #les… https://t.co/k0dOwPVN7P;true;
the back room;668488847613825024;Best squad ever.  Thank you, truly. Til next year! ?? #birthday #cheesecake #squad #thebackroom #byoc… https://t.co/PO80VL16fz;true;
the back room;667928973293264896;@ROZESsounds smoke a little weed on the couch in the back room hideaway?;false;
the back room;670014397419552768;Hiding in the back room because I can't take the banter, the screaming children or the questions about my new job anymore...;false;
the back room;667704063937638400;You are the bad cousin in the family who always ruins Thanksgiving. Go in the back room and drink a beer alone. please. #america #isil #isis;false;
the back room;667928793466601472;Just posted a photo @ The Back Room https://t.co/pv8U6DZ6J8;true;
spuyten duyvil;669713032562524161;I'm at Spuyten Duyvil in Brooklyn, NY https://t.co/sPsBM5ZYcJ;true;
spuyten duyvil;667912087612600320;I'm at Spuyten Duyvil in Brooklyn, NY https://t.co/f1lYRpMy69;true;
spuyten duyvil;669988458706808832;Beauty in every leaf - fall 2015 in New York #fall2015 #newyork #thanskgiving2015 @ Spuyten Duyvil https://t.co/xL0s9yVlXk;true;
spuyten duyvil;668778588641054720;Beautiful brisk morning in #thebronx #nyc waiting for the train. @ Spuyten Duyvil https://t.co/C7futYUbFV;true;
spuyten duyvil;667544985168969729;Beer 101 with some experts! (@ Spuyten Duyvil in Brooklyn, NY) https://t.co/BeTxij3I28;true;
the smith;667970534517243904;"Happy people!" #kenwatanabe #kingandi @lctheater kingandibway @ The Smith https://t.co/dEDEdo3kM6;true;
the smith;667406770252464128;I'm at @TheSmithNyc in New York, NY https://t.co/IsfEjqJ7Oh;true;
the smith;668130355606523905;welcome back to me old friend ? #potatowaffleeggsbenedict @ The Smith https://t.co/UeEYYytzFt;true;
the smith;669149895996100609;Breakfast power meeting! (at @TheSmithNyc in New York, NY) https://t.co/NPvT1waiVx;true;
the smith;668278587578036224;@Kathleen_Hays Couldn't believe folks eating outside at The Smith and Fiorello's tonight. Hardy stock! Great to be in NYC!;false;
the smith;668119684345176066;I'm at @TheSmithNyc in New York, NY https://t.co/DcTmK05uLi;true;
the smith;668215729607585793;Mike @pallyWNS Cane Thru for the Sale & scored our 3-Peat & The Smith Jaguars Throwback @ Mr. Throwback https://t.co/jAzqICKgKV;true;
the smith;670060918131318784;never been so full in my life, @TheSmithNYC did me in good #HappyThanksgiving https://t.co/fUxGTkWOaJ;false;
the smith;669328581949001728;Trying calimari for the first time! @ The Smith https://t.co/nLx8OQQmGP;true;
the smith;667416544830472192;And have done so with the open support of the Smith administration: https://t.co/BPYCK1puKu https://t.co/MucnES1Gq0;false;
blenheim;668223036903071744;Celebrating falynnmiller ? - #blenheim #westvillage #nyc #tagsforlikes #tflers #instagood #instamood… https://t.co/pa6pczaj2Z;true;
opus;669308488879898624;Just posted a photo @ Opus Lounge NYC https://t.co/IM9k64STcs;true;
opus;669368549891252224;Dos que se manejan bien... @frasierh y @mariachiproduct @ Opus Lounge NYC https://t.co/6l9rZzwCMh;true;
opus;667976225210568704;At #OpusLounge #Repost dahiina_ with repostapp. ??? ? @ Opus Lounge NYC https://t.co/tB62pd7Pl3;true;
opus;670016549315588096;#Cowboys losing. Its  comedown to this: Woodford Reserve & a Fuente Opus X belicoso cigar. #DALvsCAR #DallasCowboys https://t.co/wHYQqgtGzb;false;
opus;668348175804076033;MAGNUM OPUS MAGNUM OPUS MAGNUM OPUS MAGNUM OPUS MAGNUM OPUS MAGNUM OPUS MAGNUM OPUS MAGNUM OPUS MAGNUM OPUS MAGNUM OPUS;false;
opus;668520382723395584;It's great to be home in New York. Excited to play at Pianos tonight. Opus kicks things off at 7pm, followed by Otan https://t.co/QbRWG6l2uI;false;
opus;668664296579186688;hoy en opus @arcangelprrra la maravilla llega temprano miguelopus @vintichlounge @chinopapasito… https://t.co/i5ZxlQktCe;true;
opus;668708852146139136;Just posted a video @ Opus Lounge NYC https://t.co/CLo38TfWhJ;true;
opus;668483429634318344;Kanye West's opus 'My Beautiful Dark Twisted Fantasy' turns 5 today https://t.co/0jyFhs9XeP;false;
opus;668722108067880960;con la lampara humana #tienesquemanejartemejor @mariachiproduct @leruffo en opus #nyc #leruffo @ Opus… https://t.co/bEmQWif09V;true;
white castle;668051812180697088;I'm at @WhiteCastle in Bronx, NY https://t.co/HP6Qn2Xqw9;true;
white castle;668624717897728000;I'm at @WhiteCastle in North Bergen, NJ https://t.co/dN0pb7RiMQ;true;
white castle;668331897496432640;@WhiteCastle Why is it that in ordered food online 10mins ago and I get here and nothing?? #2959;false;
white castle;667827499351453697;Tried White Castle for the first time! @ White Castle, 8 Ave, New York. https://t.co/5Azn5WGDiO;true;
white castle;668073001611567104;@JNotes317 White Castle tho? You're better than that Lmaoo;false;
white castle;668432869002518528;pre brunch - for you jerseyshaker @jet98607 yddawn @margieyoung2878 #whitecastle @ 8th Avenue https://t.co/okqbPcvcYi;true;
white castle;669364446398185473;Anyone else stuffing their bird with White Castle burgers;false;
white castle;668368632381112321;"Puerto Rican White Castle Caca" ~My Dad;false;
white castle;668284939733852160;? @ White Castle https://t.co/eOJPPea3Ws;true;
white castle;667925309438697472;guys, GUYS, harodl and kumar go ot white castle iS HAMLET. THINK about it. kumar is driven by his dislike for his father while harold gets p;false;
felix;667506198929907712;St. John’s Felix Balamou Receives Reinstatement From #NCAA. #sjubb;false;
felix;667406397261357056;Really hope Felix is joking.;false;
felix;668489887457386496;PROBLEMA TARDIO DE LEONEL SE ORIGINA CON OISOE Y FELIX BAUTISTA ACUSADO DE CORRUPCION Y PARA DANILO ES EL MISMO PROBLEMA TEMPRANO CON KAREH;false;
felix;668253818992336896;Pinoy power with team FELIX STARRO @MaYiTheater #29Hours https://t.co/2wFgiNtyr2;false;
felix;668497076934832130;DANILO SE DESESPERO Y ANTES DE ENERO LE CAERAN LOS PALITOS AUN MANDE FELIX BAUTISTA Y A MIGUEL PIMENTEL KAREH A SIRIA Y A VICTOR DIAZ A IRAK;false;
felix;667664645587673088;We Love Fridays: Felix Cartel and others @ Space Ibiza   https://t.co/bIoX2n37GE;true;
felix;667720118626029569;Moneyball: Where Felix Hernandez pitches a perfect game into the 9th, but then loads the bases, and almost blows a 4 run lead #MarinersWin;false;
felix;669954888885911553;Ma - is the turkey ready yet? Happy Thanksgiving! #felix #thankful #love… https://t.co/dQb1X1vr4q;true;
felix;669937800670760960;@scorgisaur oh my god You and felix are so very very nice and your presence helped make that weekend one of the better ones in my life <3;false;
felix;669729415446847488;@SlimHitterDrew Felix is the cool one he gets all the invites lol, I be home like where you going bro? He be like to this party ??;false;
vamos;668402630494846977;A las 7 am vamos a trabajar hacer lo que los demás no pueden coordinar bien y hoy domingo aduanas.… https://t.co/UAR3EKB7Lt;true;
vamos;667810162120372224;Y si nos vamos a ver una peli como en los 80 tu y yo #cine #three #follow4follow #followme… https://t.co/HYMxVfI8kA;true;
vamos;668292924476686336;Tengo miedo. Tengo miedo. Vamos @Canelo!!! #TeamCanelo #CottoCanelo https://t.co/RqCH9ZJluB;false;
vamos;669127507451518977;@LBPRC vamos @MayaguezIndios https://t.co/luYf6NjZXw;false;
vamos;667754194682691585;Guilhermina, arruma as malas! Acabei de decidir que vamos morar no Brooklyn! ??? #newyork #nyc… https://t.co/vekuqWww8n;true;
vamos;668412871370387456;Los amo vamos con todo.! @ Times Square, New York City https://t.co/Qew6ROVP72;true;
vamos;668755163914641408;@VEJA E tem um  grupinho de Néscios, que acha que o Nefasto @Haddad_Fernando é bom Prefeito, 2016 vamos EXORCIZAR a cidade de São Paulo!!;false;
vamos;668535376886239232;@Salomonces: @ElNacionalWeb si tuerta ladrona acá en ?ew york vamos a recordar eldinero que tienes acáen park avenue https://t.co/xXRnYYtjNd;false;
vamos;667936229925781504;GAGA Y SI NOS VAMOS PARA BOGOTÁ LOS DOS JUNTICOS??? #MTVStars  Lady Gaga;false;
vamos;667503422892036096;6-2 Licey... Si seguimos haciendo carrera en cada inning minimo hacemos 9 vamos bien!;false;
fig & olive;667741932685103104;(Fig &) Olive you ? @ Fig & Olive Restaurant https://t.co/xkGI9mcjjY;true;
fig & olive;667514846737485825;I'm at Fig & Olive - @figandoliveny in New York, NY https://t.co/6cDcKeRR9B;true;
manducatis;669237116858167297;I'm at Manducatis Rustica in Long Island City, NY https://t.co/BKAReguMjE;true;
manducatis;668477473932361728;I'm at Manducatis Rustica in Long Island City, NY https://t.co/HeVTGHzb88;true;
little beet;669323576307249153;<3 Alene @ The Little Beet Table https://t.co/y6wuaCQbIa;true;
little beet;668775012774641664;I'm at The Little Beet in New York, NY https://t.co/06o9TSC05C;true;
little beet;667697062293716992;I'm at The Little Beet in New York, NY https://t.co/vvLBGjXXb5;true;
little beet;669142022914220032;I'm at The Little Beet in New York, NY https://t.co/nIV9jMpdBY;true;
little beet;668506992064004096;I'm at The @LittleBeet Table in New York, NY w/ @ccsoukup https://t.co/ZbnIPS8wUU;true;
therapy;669953543252672512;Pre turkey cardio/knee therapy on familiar ground. #herrickshighschool @ Herricks High School https://t.co/6heZtwNWZL;true;
therapy;669347762778062848;"Fuck it, it's the last night of the tour. Fuck curfews" -@AlexAllTimeLow before singing remembering Sunday AND therapy #BTTFH #MSGTheater;false;
therapy;667711705766580224;#prp #hairloss #rejuvenate #drtodd #fountainmedspa   ?ACell PRP Hair Injection Therapy  A new… https://t.co/X8ZaoOED3v;true;
therapy;667412127792107520;What an amazing Drag Show! #therapy #dragshow #amazing #turnup @ Therapy NYC https://t.co/PiimOtJvan;true;
therapy;667791230215016448;#sad what i am seeing now...having gone to #rehab and some #therapy in the past on my own...#disqusting now $$$ seems #profit before people;false;
therapy;668208233425854464;I'm at Therapy Wine Bar in Brooklyn, NY w/ @natetothestage https://t.co/4yPYb6NSmB;true;
therapy;667757505884262400;#BusinessMgmt in #Bayside, NY: Home Therapy Clinical Manager (31) Queens NY at Fresenius Medical Care https://t.co/AoExpbod6w #dialysis;true;
therapy;669641021471514624;#psychologist #relatives—please make #appointment for ME !! #eatingdisorder acting up after the #sexualassault !! #parties #therapy #empathy;false;
therapy;669372574166421504;holistic #Acupuncture therapy #treatments by #Timothy Major, #traditionally qualified #acupuncturist practising at https://t.co/x7QzHY13md;false;
therapy;669255320280145920;A little retail therapy #sephora #kikomilanomakeup ?? @ New York, New York https://t.co/SWw4ANqK0B;true;
bongo;669288798476476416;So bongo, bongo, bongo I don't want to leave the Congo Oh no no no no no Bingle, bangle, bungle I'm so happy in the jungle I refuse to go;false;
bongo;667968288878645248;Happy #birthday gorgeous! #buff #brotherandsister @ Bongo https://t.co/uXz9n9OSMu;true;
bongo;668585193314349057;Bingo bongo  Bing bong;false;
soho house;667782119192678400;@thewhitmore when are you gonna do another DJ set at @sohohousenyc ?? Pretty epic night that last time you did;false;
soho house;668795350472261632;ON FIRE ? @ Soho House New York https://t.co/Xu3uW5iKCA;true;
soho house;667909465790812160;no pictures they said... idgafos tho I said @ Soho House New York https://t.co/nzd7lzUa8a;true;
soho house;669999475532804097;Thanks giving in nyc @_cathrinehudson @ Soho House New York https://t.co/AJdPoogsKW;true;
soho house;669387580631334912;Love this girl ? @ Soho House New York https://t.co/nnY6vOFR3g;true;
soho house;669237332869017600;Let the holidays commence! ?? @ Soho House New York https://t.co/m5SkwmdAhY;true;
soho house;668294745693777920;SP (at @SohoHouse in New York, NY) https://t.co/yi0lU5lVdN;true;
soho house;669309546213543937;I'm at @SohoHouse in New York, NY https://t.co/2fHnyaLWQe;true;
soho house;668169158379626497;?? @ Soho House New York https://t.co/HqItjebuPG;true;
soho house;667540081998213120;I'm at @SohoHouse in New York, NY https://t.co/274nORlakZ;true;
crab spot restaurant;668243462987345920;Just posted a photo @ Crab Spot Restaurant https://t.co/4ZBsjUVRgZ;true;
crab spot restaurant;668241266526830592;Just posted a photo @ Crab Spot Restaurant https://t.co/OIYveDCabA;true;
crab spot restaurant;668241570529804289;Just posted a photo @ Crab Spot Restaurant https://t.co/CJTwXOagSG;true;
crab spot restaurant;668239975608156160;Seafood dinner then off to the club @ Crab Spot Restaurant https://t.co/b61K8VzDSm;true;
crab spot restaurant;668241118258208768;Just posted a photo @ Crab Spot Restaurant https://t.co/noeYMqKfTe;true;
juniors;669680405172396032;Although we lost 1 game we still caught the dub against the juniors so shout out to our coaches @CoopMack56 @alexhunter0031 @ZacThompson15 ?;false;
juniors;669362640687247360;Can any one guess who this is??!  #hillharper #juniors  Hanging with… https://t.co/uw68xVVV2n;true;
juniors;667809042463518720;3 generations! ??? @ Juniors Restaurant And Cheesecake https://t.co/gPVwPgZb48;true;
juniors;668886898010628097;sometimes you just have to take a break and a spa day and a hike and a massage and eat Juniors Cheesecake and go to Dave and Busters.;false;
juniors;668623914784972800;Praying for all the fashion juniors rn??????;false;
juniors;669267796015063040;Recipe for Juniors Cheesecake.  Thanks to John Gilmore ;false;
juniors;668623069645115393;Can't make it to powder puff tomorrow, but you got this juniors ??????????;false;
juniors;669010695585861632;After theater snack times starts with Juniors deli mustard. @ Junior's Restaurant & Cheesecake https://t.co/paTpUEB8kD;true;
juniors;669238925458739201;Good luck today to my two favorite juniors @alenniiii @bella_roseee ???;false;
juniors;669547999023013889;@kerrylester Any responses from students? Illinois high school juniors to get SATs. https://t.co/K8kN6Yzj68;false;
the butcher's daughter;667445856598142977;I'm at The Butcher's Daughter in New York, NY https://t.co/w6ThpE1zK5;true;
the butcher's daughter;669288601608327168;*eats one healthy meal* HAVE WE LOST 5lbs yet?! ?   (?: mike.0203) @ The Butcher's Daughter https://t.co/SahYSW9IDB;true;
the butcher's daughter;667953360071331844;?? #TheButchersDaughter #Nolita #NYC @ The Butcher's Daughter https://t.co/fCDUUyvlM8;true;
the butcher's daughter;668518068721598464;Smashed Avocado Toast Benedict #brunchisthebestmealoftheday @ The Butcher's Daughter https://t.co/b3biXalhNp;true;
the butcher's daughter;668113935028080640;@miguelrx78 bought me fancy juice @ The Butcher's Daughter https://t.co/0B0zAQ5uFI;true;
nevada smiths;668512603128336384;.Got a load of assorted team merch I need to get rid of now that @NevadaSmiths are No more @FFactoryNY @SmithfieldNYC PM for Deets;false;
nevada smiths;668513224678105088;@NevadaSmiths @FFactoryNY @SmithfieldNYC HATS,TEEZ, HOODIES, WALLETS,;false;
hotel delmano;667947573471145985;Well made it home!  Great dance n evening with friends. @ Hotel Delmano https://t.co/QRWddfWqtP;true;
turntable;669622309687312386;A7 turntable   #BlackFridayFYE  @officialfye;false;
turntable;668922977245921280;Poke the calendar Tap the day Slow motion sickness Stay away Regimen strict Sabotage neat Crippled turntable Difficult beat No better offers;false;
turntable;669346136092762112;#Zbrush #conceptart - My 1st turntable animation created in #KeyShot 6 Pro https://t.co/SWFB1ap5KI;false;
turntable;669929644901195776;@akachela U-Turn Audio makes a great turntable if you are serious;false;
turntable;667469741129392128;@nicolasmaidub Turntable Lab, New York.;false;
turntable;669229574430019584;My parents used to tell me as a kid not to touch our Turntable because I… https://t.co/yQLNa5mvXU;true;
turntable;669622100399923200;A7 i have a generous SANTA : Hoverboard, turntable for some sweet FYE exclusive vinyls, and a Wii U! :D #BlackFridayFYE  @officialfye;false;
turntable;667534707198824448;So into this #crosley turntable ? • • #music #love #art #beauty #life #charliebrown #peanuts #nypix… https://t.co/ghWbpC2f36;true;
turntable;668196042823872512;Tvs for Turntable Events @ Glen Island Harbour Club https://t.co/lGGWCU2Nvp;true;
turntable;669621952672374784;A7  My santa is generous!  Hoverboard, turntable for some sweet FYE exclusive vinyls, and a Wii U! :D #BlackFridayFYE@officialfye;false;
bounce;669540998897266688;@JMBooyah do you ever shove back? i do a thing where i plant and if they push they bounce off;false;
bounce;668155963497652224;@penny_stocks look like CHIT is about to bounce again.;false;
bounce;667919319515406336;I used to bounce on my neighbor's trampoline.  Damn auto-correct.  As ... There daughter was that tramp Oline.;false;
bounce;668101099333787649;There's an amazing bounce house here today! Bring out the kids, have a community thanksgiving meal,… https://t.co/cVmLSuKJhV;true;
bounce;668332901809971200;I don't really trust any black women that don't turn up to bounce music.;false;
bounce;669278793538891777;Who got #DAB who got #Trill who got #Bounce who got #RealNYC #BEATS!? Send them sonneblack.music@gmail.com;false;
bounce;669248344137572352;@LT_Mizzou19 haha I go across state but go in separate cars so I get there just before its ready... eat and then bounce before cowboy game;false;
bounce;667930962978848769;Safety 1st @ Bounce Sporting Club https://t.co/4QfFX9WsJP;true;
bounce;667719863079710720;@ELaw31 Cause they all hear that bullshit he spewing and see he leading in the polls and they think, "oh shit, let's bounce while we can.";false;
bounce;668969465191768065;@AddiKted2RetAil ? I was stating facts, she literally said she needed to bounce back lol that's not bouncing back;false;
swerve fitness;670291190269542400;Time to burn off the turkey! Well more like the apple crisp... (@ SWERVE Fitness in New York, NY) https://t.co/o9GZHCQaJQ;true;
swerve fitness;668132793512235008;I'm at SWERVE Fitness in New York, NY https://t.co/zc2ZXRLJOW;true;
swerve fitness;668100489456844800;Redeeming my #birthday ride! (@ SWERVE Fitness in New York, NY) https://t.co/PYoqkWty24;true;
flora;668881001762959362;Edward Sunderland, Flora Ferrari, Judy Hall, Steven McDonnell begin the transformation. https://t.co/uVGXsUfHM4;false;
flora;669559832073080832;Our @VanDerWaalsBag FLORA clutch is featured in @Star_News! cc: @hernameisLET #giftguide #gifts #handbag #starmag https://t.co/Z43DgWvVXP;false;
flora;668315115486355456;I think they #sell fake flora #justaguessthough @ New York, New York https://t.co/brv7QSFM3z;true;
flora;669626806878646272;greenmarket finds. #flora #greenmarket #unionsquaregreenmarket #unionsquare #happywednesday @ Union… https://t.co/ak8VaBKviP;true;
katch brewery & grill;668165384772657152;Worth it (@ Katch Brewery & Grill in Astoria, NY) https://t.co/gaKsxRsNos;true;
american cut;668978754035798020;Let's talk about real meat: American Cut - on my new column about hotsposts on @bia_gallo - Nice… https://t.co/IZ1Fta6HVU;true;
american cut;668482103575576576;?? #clique @ American Cut https://t.co/fjXnk1qYKv;true;
