diablo royale;667430253858594819;kitchen fulla nachos // future you fulla nachos?? @ Diablo Royale https://t.co/NOA2yzFx9A;true;
the royal;668280274325602305;Hosting the #CaneloVsCotto Fight Party at THE ROYAL NYC  CRAZY 1st Stop of the Night  #teamhennessy… https://t.co/n1wIg8xL64;true;
the royal;667395027123830784;Candace Cameron Sighting: New York, New York/ Queen's Clock to the best Guardsman at a parade at The Royal Guards https://t.co/Pq6C5hiiY1;true;
the royal;669704563780395013;I'm at The Royal Park Hotel in New York, NY https://t.co/O6Obsini5I;true;
the royal;667351802891919360;Today in #Herstory: In 1924 Margaret Turner-Warwick born. She was the first woman president of the Royal College of Physicians (1989–92).;false;
the royal;668149942565871616;I'm at The Royal in New York, NY https://t.co/J52J8ZkzMz;true;
the royal;669696749473300482;Should be a diplomat from Saudi Arabia, then he could park his car in the Royal Albert hall and not get a ticket. https://t.co/E6k5uQKG1a;false;
the royal;669712899644989440;PHILLY BEFOE THE HENNY ???? @ The Royal NYC https://t.co/B2HHfLX7M9;true;
the royal;668598610204991489;@Its_alina_b The girls from The Royal Family though!!;false;
the royal;667916701191794688;I'm at The Royal in New York, NY https://t.co/23zB4Z2bwP;true;
coffee mob;667528297555865602;Coffee Mob @thecoffeemob #coffeemob #coffee #coffeeporn #coffeetime #coffeeaddict #coffeeroaster… https://t.co/aiQkIZvZku;true;
grayson;668529568735748097;Coach K: "We were completely disorganized for the first 12 minutes, but Grayson kept us in the game.";false;
grayson;668607501177380865;So people can hate on Grayson for having a bad game against UK but give him no credit for back 2 back 30 point games on back 2 back nights??;false;
grayson;667895650621767684;Melvin Johnson on Grayson Allen: "He's great going downhill." #VCU #Rams;false;
grayson;669559805271478274;@GoldenRubbers_ I give Allen Grayson credit. But Simmons is am otherworldly talent. Simmons game will transfer to the NBA better than Allen.;false;
grayson;667851809629802497;Here for the Grayson Allen fan club meeting (@ Madison Square Garden - @thegarden for Duke Blue Devils vs VCU Rams) https://t.co/4TgDmyw15t;true;
grayson;668532624785321984;After Kentucky, Coach K told Grayson Allen, "You don't have to be great. Just consistent.";false;
grayson;669557821831323648;@GoldenRubbers_ Ben Simmons will be an all-star in the association by year 4;false;
grayson;667751786057478145;Would u like to adopt a grayson @CoachLaurinoLIU https://t.co/9o5pseKSPg;false;
grayson;667904770796093444;.@GraysonJAllen scored 30. Coach K said, "The response that Grayson had from Kentucky was huge. I think it's spectacular to be quite frank";false;
grayson;668292066192003074;Daniel Grayson is my parent's idea of an acceptable guy for me, but does a guy like him exist? Nope.;false;
porchetta;669216165982552064;@christinaray @porchettanyc Burp.;false;
porchetta;668863454367883265;Had a huge craving for this sando (at @PorchettaNyc in New York, NY) https://t.co/XgnjpZhxGc https://t.co/K82SHLvzaf;true;
porchetta;668866752005185536;@mikedizon Yes, and I love Luke's,but cold day in NYC was calling for Porchetta :);false;
porchetta;668196266778730496;As seen on the streets of NYC. Come check the new piece at Porchetta https://t.co/MjpiOrTRu7;true;
porchetta;668170000302215168;Just posted a photo @ Porchetta NYC https://t.co/4ROJYEGZKB;true;
porchetta;668801034521812992;#streetart #i??evnyc @ Porchetta NYC https://t.co/q3FtRFguFV;true;
porchetta;668120340510466049;di palo porchetta and pizza bianca: maybe not an everyday breakfast. #porchetta #vscofood #stuffweate… https://t.co/oLNfPJYKYL;true;
porchetta;668929967728795653;Interesting porchetta sandwich from @DellaPietrasNY the string I didn't mind (good roughage) the grit in the rabe possibly a little overkill;false;
little lamb;667518178801672192;Mary had a little lamb tagine.;true;
little lamb;668154344747892736;Why is joe singing along to marry had a little lamb in the lower shop by himself ?;false;
amity hall;669626571758690307;@thatguydreww @amityhallnyc is a great bar, but you can come to our Tasting Room in The Bronx or search by your zip: https://t.co/KsCaXCoZe3;false;
amity hall;668488625236148224;#gopanthers (@ Amity Hall in New York, NY) https://t.co/mk2ww12eAK;true;
amity hall;669991954646736896;Go panthers! (@ Amity Hall in New York, NY) https://t.co/yvyI4MoG6I;true;
amity hall;668920377507229696;Good reasoning behind the choice to have a drink @ Amity Hall https://t.co/OnKJ5VKFxG;true;
amity hall;668122542448746496;Brunch crew strong (@ Amity Hall in New York, NY) https://t.co/NbZesYwReT;true;
galli restaurant;668583189347201026;Obey your thrist #sprite @ Galli Restaurant https://t.co/pxapcd9AB0;true;
friendly's;668230649866752000;And this is why you go to Friendly's #reesespiecessundae @ Friendly's https://t.co/caPXRPCnJb;true;
friendly's;667917950905618432;quality place, quality ppl @ Friendly's https://t.co/Q5Z6n7OegY;true;
friendly's;667823162223013888;Well I'm going to friendly's and then I'll probably play gta for like 10 hours :);false;
friendly's;668218449999618048;Waiting on some yummies... @ Friendly's https://t.co/kdv5KstNl7;true;
the coffee bean & tea leaf;669499355305533440;I'm at The Coffee Bean & Tea Leaf - @coffeebeanny in New York, NY https://t.co/ytJ1MOsoM7;true;
the coffee bean & tea leaf;669293402790432768;I'm at The Coffee Bean & Tea Leaf - @coffeebeanny in New York, NY https://t.co/AEIhEeqLmf;true;
the coffee bean & tea leaf;668781320345133056;I'm at The Coffee Bean & Tea Leaf - @coffeebeanny in New York, NY https://t.co/VwP1im4ZJ3;true;
the coffee bean & tea leaf;667691051449262080;I'm at The Coffee Bean & Tea Leaf - @coffeebeanny in New York, NY https://t.co/nUMJWSvMEv;true;
the coffee bean & tea leaf;667384827641995264;Cookie. Butter. Latte. (@ The Coffee Bean & Tea Leaf - @coffeebeanny in New York, NY) https://t.co/5bCYQhHpvh;true;
carragher's;670051061927948288;Turkey Dinner! #BestPLBarContest (@ Carragher's in New York, NY) https://t.co/NvJoezvhQk;true;
carragher's;668176993729552384;Dinner and drinks (@ Carragher's in New York, NY) https://t.co/WQ0dsSzaee;true;
lone wolf;668166906512322562;@spiceee mas confesso que sou lone wolf aqui em NY. Obviamente tenho conhecidos aqui e ali, mas nao estimulo nada nao.;false;
lone wolf;668462497956016128;Muslim shooter=entire religion guilty  Black shooter=entire race guilty  White shooter= mentally troubled  lone wolf  #facts;false;
lone wolf;669889688233230336;I'm a lone wolf like I literally lost my friends the second we got to the bar;false;
lone wolf;668540160842334208;Come on down! (@ Lone Wolf in Brooklyn, NY) https://t.co/Q8ONMex3yV;true;
lone wolf;669320932981211136;@longgoneblond The one bad cop myth is like the lone wolf lie.Folks who repeat these lies don't want accountability or to change the system.;false;
lone wolf;668169061029801984;@JCPinCompton another potential lone wolf self radicalizing comedian masquerading as a late night show host...no! @nypost;false;
lone wolf;668961117432082432;Ray Lewis is the lone wolf in picking the Bills lol @richeisen;false;
lone wolf;667754679254781952;On @SXMInsight w/ @JohnFugelsang today from 2:30-3. Have questions about The Mystery of the Lone Wolf Killer? Call us at 877-974-7487.;false;
west end lounge;668286404443676673;Werk-a-lerk. Come hang! (@ The West End Lounge in New York, NY w/ @chrisplankvoice) https://t.co/OJNamvQZtJ;true;
west end lounge;668960825160396800;Monday night means me and Mello holding down the fort! Come hang! (@ The West End Lounge in New York, NY) https://t.co/JKHS8zyf6A;true;
west end lounge;669140774043414529;@SilverSpoonspic #AdoboPapi Much Love and Respect, @WestEndLounge Other Night for the #JakSkelly Event ??? reppin us big niggas from Uptown;false;
west end lounge;667849954510118912;Working until close! I hop on bar at 10pm! (@ The West End Lounge in New York, NY) https://t.co/hwn45hM5lX https://t.co/fccWb5msrt;true;
apt. 78;669790776528928768;When your favorite DJ @djricroc in the building killing shit. #LIT @ Apt 78 https://t.co/JLxHe5TLi4;true;
apt. 78;668281290639175680;I'm at Apt 78 in New York, NY https://t.co/cUKsvoYtkx;true;
apt. 78;669796306207010816;I'm at Apt 78 in New York, NY https://t.co/TNPxHza91c;true;
apt. 78;667959824798322688;S/o to the bro @eurythmic_q thank Yu for having me tonight @ #apt78 @ Apt 78 https://t.co/qT4dItR1Fu;true;
longacre theatre;669678602858926080;Lea Salonga! (@ Longacre Theatre - @telecharge in New York, NY) https://t.co/oZCAq6fEAJ;true;
longacre theatre;667300982674493440;#allegiance was amazing! @ Longacre Theatre https://t.co/tPfmJbpJiv;true;
longacre theatre;667930344864239616;Mom's first #Broadway show! Amazing show! And we met @georgetakei! #itsoktobetakei @ Longacre Theatre https://t.co/O7GAUefaNV;true;
longacre theatre;667869887730184196;Digital projection! It is possible to make a square image! It really is! @ Longacre Theatre https://t.co/XA8vj71eST;true;
longacre theatre;668320273486123008;So we met #GeorgeTakei tonight after seeing #Allegiance in #NYC @ Longacre Theatre https://t.co/eAALEUsyZY;true;
longacre theatre;668140490550824960;Allegiance with George Takei and Telly Leung! (@ Longacre Theatre - @telecharge in New York, NY w/ @davidagogogo) https://t.co/6PnBP2TsGj;true;
longacre theatre;667863488082128896;Allegiance! @ Longacre Theatre https://t.co/PJSZRI4sKQ;true;
longacre theatre;667863820866625537;Here we go! @ Longacre Theatre https://t.co/xl5aSfC7Un;true;
longacre theatre;669342001708605442;Allegiance is one of the best Broadway Musical (@ Longacre Theatre - @telecharge) https://t.co/6lUmYjJrpG https://t.co/LRhYlCXMXk;true;
longacre theatre;668518697514962944;Going back through history allegiancebway #TonightsBill #NYC #Broadway #musicals @ Longacre Theatre https://t.co/LXJzz5lBry;true;
verboten;669812626822574080;Love techno! @themartinezbros @ Verboten https://t.co/a9FVFsiADX;true;
verboten;669478818894249986;Had such a great time playing Verboten NYC on Saturday ????? #verbotennewyork #lafleur @ New York,… https://t.co/6EZ80QDuM8;true;
verboten;669720158370426880;#latergram  Good Vibes and colors #verboten #mondrian #deephouse. #carlcraig #lafleur @ Verboten https://t.co/BqjEXsBSy0;true;
verboten;669779311344283649;TMBinggggg at Verboten... @ Verboten https://t.co/fg3i8ud8OZ;true;
verboten;669660066983776256;@NYCTechno @kimkissed @VerbotenNewYork lmao, verboten liked my picture #Success #resistance #housemusic #Hiremeasabarbackplease;false;
verboten;669833482659467264;@themartinezbros @ Verboten https://t.co/h1VombXEfg;true;
verboten;669923655627968513;MY MARTINEZ BAES ?? @ Verboten https://t.co/0l8kxT3arX;true;
verboten;667557319895613440;Turnt #?™ @ Verboten https://t.co/OUJiuraYJh;true;
verboten;669789233662394374;@themartinezbros in da house!!! @ Verboten https://t.co/0roGr2KpAQ;true;
verboten;669781758737588224;@themartinezbros bringing the usual heat! ?????? @ Verboten https://t.co/wIFe6UXxBv;true;
carvel ice cream;668512877859446784;the best. (at @CarvelIceCream in Brooklyn, NY) https://t.co/Z9XjHp3VZz https://t.co/EixFHGHPjU;true;
carvel ice cream;669611073360822272;WHY DID CARVEL ICE CREAM JUST FOLLOW ME;false;
carvel ice cream;667849301217837056;Ice cream night @ Carvel Ice Cream https://t.co/Soitit3jfX;true;
carvel ice cream;668241368473583616;Dessert! ? (@ McCool's Ice Cream Parlour - @carvelicecream in Madison, NJ) https://t.co/2DTFaU5Bq0;true;
carvel ice cream;667448687010951168;@CarvelIceCream @dwfactotum Hope Carvel is back at @CitiField next year! U R missed! @Mets + @CitiField + @CarvelIceCream = Winning team;false;
carvel ice cream;668472086633967616;A little shakey but I still got it #decoratedandwrittenon @ Carvel Ice Cream https://t.co/C77bqaRLP2;true;
carvel ice cream;667668761571418112;A just reward after being inducted as VP of NJHS @CarvelIceCream Oreo blast! Congrats! #charlieforpresident https://t.co/NRk5N7IYXt;false;
amc theatres ;670274024950398976;I'm at AMC Bay Plaza Cinema 13 - @amctheatres for The Peanuts Movie in Bronx, NY https://t.co/TXS97o8sG1;true;
amc theatres ;669600161979621376;First day of training for AMC RFM 8! (@ AMC Loews Nassau Metroplex 10 - @amctheatres in Levittown, NY) https://t.co/aI85GIxFxi;true;
amc theatres ;669701744633454592;I'm at AMC Loews Raceway 10 - @amctheatres for The Hunger Games: Mockingjay - Part 2 in Westbury, NY https://t.co/uS24ZN0VL8;true;
amc theatres ;668611575843037184;I'm at AMC Loews Kips Bay 15 - @amctheatres for Spectre in New York, NY https://t.co/y4rMhvsWys;true;
amc theatres ;667788141181460480;Last night @TheHungerGames Mockingjay Part 2 was absolutely Epic thank you @AMCTheatres for being amazing as always;false;
amc theatres ;669312963409481729;I'm at AMC Empire 25 - @amctheatres in New York, NY https://t.co/mqDqwnH3Jr;true;
amc theatres ;670020725093359616;I'm at AMC Loews Stony Brook 17 - @amctheatres for Creed in Stony Brook, NY https://t.co/yyfUP7bfwJ;true;
amc theatres ;668579844582690817;The Walk (@ AMC Loews 19th Street East 6 - @amctheatres for The Walk in New York, NY) https://t.co/J1XQsiyIuG;true;
amc theatres ;669342846164574208;I'm at AMC Empire 25 - @amctheatres in New York, NY https://t.co/KS0d9iJenm;true;
amc theatres ;667455888760770560;Last night at the #mockingjaypremiere @amctheatres @ AMC Empire 25 https://t.co/9BMEFG7y0S;true;
teal;667640224181329920;Wish we still worked togeather Jess !! Love youu ! @ Teal N.Y. Lounge https://t.co/iwwPxyp9yq;true;
teal;668210103024271360;It also definitely requires a lurid shade of teal to give it a really 80's vibe.;false;
teal;667614236068225024;Thank you Medhy! #besthookah @ Teal N.Y. Lounge https://t.co/khMAajhATg;true;
teal;669985121718673408;I hate teams that want to "switch it up" for Thanksgiving. All teal blue uniforms for #Panthers, and the alternative white for the #Cowboys.;false;
teal;668553072474497024;Check out our new teal and glitter gold paisley pattern! Let's us know your thoughts! Thumbs up if… https://t.co/EMVBxEQEnG;true;
teal;669529514251296768;Mauve Monday, teal tuesday, white wednesday...;false;
teal;669644657102573569;@mermaidskin23 I love you in that teal from them so much. they're having a black friday sale tooooo ;false;
teal;669657966967201793;Also casual chats with Teal Wicks but what else is new.;false;
teal;669925735071653889;My fams painting our hallway teal and blasting Mamma Mi pandora. Cant say i hate it;false;
teal;667544330484244481;Sorry I slow clapped when you locked your keys in your teal Suzuki Sidekick;false;
city winery;667503757731586051;Just posted a photo @ City Winery NYC https://t.co/enAhSOERk3;true;
city winery;667430484750811136;Carminho at City Winery NYC @ City Winery NYC https://t.co/g1tTeirdMS;true;
city winery;668946834178637828;Here at City Winery about to watch The English Beat. Great to see everyone here my own age! #nycfortheyoung;false;
city winery;668866416423104512;Happy Monday, this will be an exciting show. The English Beat is in town. @CityWinery in NYC tonite! @TheEnglishBeat https://t.co/Mt5mllT0zL;false;
city winery;667941433525927936;@robynhitchcock #latergram @ City Winery NYC https://t.co/GB1krHifAF;true;
city winery;667777346154438656;Sara Tavares at City Winery NYC @ City Winery NYC https://t.co/r5wPwB8vay;true;
city winery;669021605524209664;No Envy...No Fear. ?#sgeephotography #citywinery #joshuaradin #family #livemusic @ City Winery NYC https://t.co/GkEP6qPM6i;true;
city winery;668549502278701056;https://t.co/ckFLaaCyQy @bentaylorHQ serenading @john_forte @CityWineryNYC a few weeks ago.;false;
city winery;668549127911956480;@bentaylorHQ  serenading @john_forte @CityWineryNYC a few weeks ago.;false;
city winery;669684318546042880;Drinking a Radeberger Pilsner by Radeberger Gruppe @ City Winery — https://t.co/8yLSlUPpbc;true;
cavo;668264230932627456;After The Fight catch us For #InternationalSaturdays at #Cavo in #Astoria #Queens  Music By  @DJCre8… https://t.co/BlAwehchd1;true;
cavo;667986555974258688;Dope time tonite w sick beats provided my homie @djcamilo ??? @ CAVO Cafe Lounge https://t.co/pJ2CNzRz94;true;
cavo;668221451716038656;Ofcourse we all drank a bottle in honor of Marisa's birthday ??? @ Cavo https://t.co/4DWW7vSApl;true;
cavo;667927234062123010;WARNING ? #ChrisPhresh Will Be In The Building Tonight! @ CAVO Cafe Lounge https://t.co/lGwry6PMY8;true;
cavo;669670563368017921;Tonight Thanksgiving eve at #CAVO FREE ADMISSION on #DannyBelo list… https://t.co/E0eGWYfsXp;true;
cavo;669735803824840704;people who bring selfie sticks to cavo <<<;false;
cavo;669678541081063424;Tonight Thanksgiving eve at #CAVO FREE ADMISSION on #DannyBelo list… https://t.co/h3yYJ0kB0g;true;
cavo;668312843096211456;Enjoy every second of the weekend ???#Weekend #GoodFriends #GoodNigth #Cavo #Astoria #NewYork ?? @… https://t.co/NXygkTSFfs;true;
cavo;669454408766369792;Come party with us for reservations call or text 917.293.2073 @ CAVO Cafe… https://t.co/xcylURxxGz;true;
cavo;669295072530272256;The one - The only - The 13th Annual Mr. Cavo #GoCavos https://t.co/3bS46BJhLq;false;
ninth ward;668944620060024832;Wanderful! (@ Ninth Ward in New York, NY w/ @jennyjhart) https://t.co/zRTQL7mXnW;true;
azure;669750533050269696;Microsoft @Azure building data centers in Germany that US government can’t touch https://t.co/bqxUW9AriP #CloudComputing #privacy;false;
azure;667362837308661760;Teaching Cloud Platform University today with @frankcampise #azure #training https://t.co/tm7TN9vahY;false;
azure;669962046776193025;Any ideas why some resources do not appear in the new @Azure preview portal? e.g Azure Web App created a year ago #Azure;false;
azure;667509509426946048;From @Microsoft News #Australia: @aglenergy has energy for an exciting future: https://t.co/5uoivdITNd @Azure https://t.co/3ooS1FrsqC;false;
azure;667407055574179840;@azure @microsoft talking cloud at #angelbeat Brooklyn @itproguru https://t.co/VoCKCADUgX;false;
albion;669596330159771648;1979/80 DIVISION ONE - WEST BROMWICH ALBION v MANCHESTER UNITED https://t.co/KBrlT4mIWw https://t.co/M7NLT0kKnF;true;
albion;669502850897055744;Manchester United V Brighton and Hove Albion October 6, 1979 token removed https://t.co/PD35I8fwF5 https://t.co/nbAMfFg965;true;
albion;668028618056962049;West Bromwich Albion V Manchester United March 6, 1971 team changes_and score https://t.co/UYnSWRbDp9 https://t.co/8cTCLuDUHY;true;
albion;669214436784115712;1976/77 DIVISION ONE - WEST BROMWICH ALBION v MANCHESTER UNITED https://t.co/WStywGqZoy https://t.co/DqPT1Qot7f;true;
albion;669692168890617858;Have you been to Albion? (@ Albion in New York, NY) https://t.co/QmmMOvrXZC https://t.co/BDaT2yQ1hJ;true;
albion;668028604719083520;West Bromwich Albion V Manchester United March 6, 1971 team changes https://t.co/yAYmXT4QAz https://t.co/8fUuoIVMXM;true;
zona rosa;667973628974223360;Inicio gira USA 2015 @ Zona Rosa Lounge https://t.co/rLHF48nOSs;true;
zona rosa;667922533501546496;Taco tower. Claire is pleased. @baum988 @ Zona Rosa Brooklyn https://t.co/zxGa0wqJGv;true;
jing fong restaurant;668129751689617409;It's been a minute #??#dimsum @ Jing Fong Restaurant https://t.co/Rgtoc2ecwR;true;
jing fong restaurant;668544709363658752;Best dimsum lunch with special people ???? det2m @enricodungca @ Jing Fong Restaurant https://t.co/RGOBdzgYbV;true;
jing fong restaurant;668986892415709185;Dim Sum Sunday! #latergram thanks for the photography skills, @sarahlochting @ Jing Fong Restaurant https://t.co/4l30rjF9bL;true;
mumbles;669639786634878977;@_graceculver calls me and MUMBLES through her trip back home THANKS I CAN’T UNDERSTAND YOU;false;
the heyward;668508550176612354;I'm at The Heyward in Brooklyn, NY https://t.co/eLbeDBW6OY;true;
black seed;669932882786414592;?????? #pizzabagel @blackseedbagels #blackseedbagels @ Black Seed Bagels https://t.co/z5Bc3PUQRk;true;
black seed;669631975196655625;They opened a @blackseedbagels in #EastVillage... ?????? #eeeeeats #eater #munchies @ Black Seed Bagels https://t.co/gLvQ5uVFIB;true;
black seed;668786456979222533;What's your lox to chill ratio? @ Black Seed Bagels https://t.co/EdsqU6bglv;true;
black seed;667776391841214464;I'm at Black Seed Bagels in New York, NY https://t.co/sdtgrAYgT9;true;
black seed;668175886294917120;Treat yourself. #foodporn #smokedsalmon #capers #everything #bagel @ Black Seed Bagels https://t.co/VEpCchge2L;true;
black seed;667708376881737728;Doing it right (@ Black Seed Bagels in New York, NY) https://t.co/KKle2sVtbM;true;
black seed;669525445424099328;I'm at Black Seed Bagels in New York, NY https://t.co/TgUmLfU0XW;true;
black seed;667347725193641984;Rye bagels @blackseedbagels 11/13/15 @ Black Seed Bagels https://t.co/H0epgV0LkO;true;
black seed;668904811727728642;Featuring flying bagels @blackseedbagels! #behindthescenes @ Black Seed Bagels https://t.co/MtxGBDz7B9;true;
black seed;670291930375430144;Finding out what all the hype is about @blackseedbagels @ Black Seed Bagels https://t.co/2lAoRWAFgA;true;
caoba brooklyn bistro;669803357523935232;This man right here though @djspinking @ Caoba Brooklyn Bistro https://t.co/wE8lfW2UOZ;true;
caoba brooklyn bistro;668651822861541377;Gotta love my job! otra_vaina @ Caoba Brooklyn Bistro https://t.co/XeSam73vC6;true;
caoba brooklyn bistro;667441719118594048;caoba_nyc Reopens Tonight, for the start to your weekend... #SupremoThursdays @ Caoba Brooklyn Bistro https://t.co/OjyaDRY7YG;true;
caoba brooklyn bistro;668652543816306688;otra_vaina @ Caoba Brooklyn Bistro https://t.co/QgyFiVxNvB;true;
caoba brooklyn bistro;669790518562295808;@djspinking ??? @ Caoba Brooklyn Bistro https://t.co/hN6LVYMJug;true;
caoba brooklyn bistro;667362531011268610;Happy birthday to our older sister Isabel ?? @ Caoba Brooklyn Bistro https://t.co/nIqxd2P2t2;true;
caoba brooklyn bistro;669775224611606529;caoba_nyc Lit shout out to djliljaynyc3 X @djxpress X @djspinking @ Caoba Brooklyn Bistro https://t.co/36pocd20Nj;true;
caoba brooklyn bistro;669412862880825344;@dja2nyc Siempre Apoyando ???? Miooo Mioooo ?? @ Caoba Brooklyn Bistro https://t.co/deyWy0zQcg;true;
caoba brooklyn bistro;669434374845280256;Mr Soldout in da House homie??? @ Caoba Brooklyn Bistro https://t.co/BBeSY9IIP1;true;
caoba brooklyn bistro;669787383689117697;W/ my Team?? caoba_nyc @ Caoba Brooklyn Bistro https://t.co/PoerhycDTC;true;
momo sushi;667503667055063040;all the rolls with @carannben (@ Momo Sushi Shack in Brooklyn, NY) https://t.co/9dWakpYY25;true;
carro cafe;668713438403805184;Gracias @arismendyelvers por cantar par de canciones Conmigo carro_cafe @ Carro Cafe https://t.co/1y7V0PMpIw;true;
carro cafe;669430301005889536;Con El Giganteee ??? #teamestrella @ Carro Cafe https://t.co/G9Arq5U3NL;true;
fish bone;669763709225541632;Monitors for #Dumpstaphunk and #Fishbone tonight @ The Capitol Theatre https://t.co/Z6sgjh0aj5;true;
bella vita;669298303343939584;I'm at Bella Vita Pizzeria in New York, NY https://t.co/aC5imoh5mv;true;
bella vita;669352053769175041;Familia#newyork @ Bella Vita Brick Oven Pizza Italian Restaurant https://t.co/5k8Ug0tomY;true;
pieces;669369528502063104;Roots, Rock, Reggae T-shirt by @RiddimDriven still one of my first favorite pieces thanks to @WithLovePR. #throwback https://t.co/uG916o7ZNR;false;
pieces;669954221819740161;thankful for patricia & taylor for being important pieces of my life ????;false;
pieces;667924963085651969;Reporter doesn't believe the report in the middle of a panic attack....All grasping for faith.  Sold said God,,,,for 30 pieces of Silver;false;
pieces;669348869654880256;@Rowemanticize @parasiteseve they offer like 40 pieces during the super bowl;false;
pieces;669323680296620032;https://t.co/btRrR1Bb1x you could fall apart and I'd pick up the pieces and I'd tell you, even though it's hard you're all that I believe in;false;
pieces;668983814627205120;I done found life's meaning now All them days her heart'd break, her heart not in pieces now;false;
pieces;668099939759734784;@lisa_calhoun Thanks for mentioning one of my older @Inc pieces featuring @IFTTT - which is still my BFF. We should chat sometime!;false;
pieces;668463397227376641;@BroncoGirl1807 @mrsinister0 She is such a sweet girl....I love her to pieces ?;false;
pieces;667568208346525696;@keirrah_xo two custom pieces I would just make on the fly;false;
pieces;668182168175116288;@osengwais men's pieces featuring Tzar Studios available this Black Friday at the @icaf_africa… https://t.co/6zZbbq8e5B;true;
lois bar;668543593963884545;Last Sunday as a Manhattan resident, marking the occasion with our friends @loisbarnyc (and sausage… https://t.co/471kkFwxvT;true;
lois bar;668242279627431936;@LoisBarNyc ? https://t.co/cgj0cmPfwc;false;
ambrosia;669213968242769920;@briannarileyxo I know ? I'll be working like w salve instead of eating ambrosia ?;false;
aroma espresso bar;668883340817211392;Working (@ Aroma Espresso Bar - @aromaus in New York, NY) https://t.co/Gj8DTsGhs6;true;
paddy's;668835978577092608;@TimeOutNYComedy Free Stand-up at Paddy's (3155 Broadway) 9PM Tonight with $3 @sixpoint! Full line-up & Details: https://t.co/G7yWTt6xrf;false;
paddy's;668836168046366720;@PFreeSummer Free Stand-up at Paddy's (3155 Broadway) 9PM Tonight with $3 @sixpoint! Full line-up & Details: https://t.co/G7yWTt6xrf;false;
paddy's;668836057413218304;@nytimesarts Free Stand-up at Paddy's (3155 Broadway) 9PM Tonight with $3 @sixpoint! Full line-up & Details: https://t.co/G7yWTt6xrf;false;
paddy's;668835997740834816;@TimeOutNewYork Free Stand-up at Paddy's (3155 Broadway) 9PM Tonight with $3 @sixpoint! Full line-up & Details: https://t.co/G7yWTt6xrf;false;
paddy's;668835567942135808;@ComedyFeatured Free Stand-up at Paddy's (3155 Broadway) 9PM Tonight with $3 @sixpoint! Full line-up & Details: https://t.co/G7yWTt6xrf;false;
paddy's;668835934201319425;@upperwestsiders Free Stand-up at Paddy's (3155 Broadway) 9PM Tonight with $3 @sixpoint! Full line-up & Details: https://t.co/G7yWTt6xrf;false;
paddy's;668869006028238848;@nygiant150 If you dig @LambeLisa, chances are you'd love my Paddy's Day @NYStandard show. AMAZING Irish music:  https://t.co/2uviukunIp;false;
paddy's;668835820065964032;@HappeningHarlem Free Stand-up at Paddy's (3155 Broadway) 9PM Tonight with $3 @sixpoint! Full line-up & Details: https://t.co/G7yWTt6xrf;false;
paddy's;668835797819392001;@HarlemOneStop01 Free Stand-up at Paddy's (3155 Broadway) 9PM Tonight with $3 @sixpoint! Full line-up & Details: https://t.co/G7yWTt6xrf;false;
paddy's;668617667750793217;I'm at Paddy's in New York, NY https://t.co/nHvDbxECx0;true;
diamond dogs;669713793270853632;I'm at Diamond Dogs in Astoria, NY https://t.co/XhICCJc40B;true;
diamond dogs;668565809954967552;I'm at Diamond Dogs in Astoria, NY https://t.co/AdIz2lwA6s;true;
strip house;667523374512545792;Great steak (at @StripHouse in New York, NY) https://t.co/C2I4PNCVGJ;true;
strip house;668231009213788160;Steak! (at @StripHouse Next Door in New York, NY) https://t.co/98BS32zGQ4;true;
strip house;668244859338301440;all the meats (at @StripHouse Next Door in New York, NY) https://t.co/dUCFHXwXFP;true;
strip house;668183839726899200;??? @franziskafoxny ? mtv ? @tinashe ??? #franziskafox ? @ Strip House https://t.co/Rtc2xtjKq7;true;
strip house;670049196146352128;Steaksgiving (at @StripHouse in New York, NY) https://t.co/vpegaJ4h81;true;
strip house;668954883203072000;Happy 28th birthday Anthony! @ Strip House https://t.co/qo7WIDsU6j;true;
strip house;668250768957415424;Impromptu date night @ Strip House https://t.co/ooMvSf65UO;true;
sip;667749585188601856;Target vs wallmart.I choose target bec its so organized and I can just sit and sip a cup of coffee at SBand contemplate #ALDUBSumptuousLunch;false;
sip;667957499165847552;YES Dahling?~ Once in a blue moon I need a Sip n A Cubano https://t.co/Guf660evrt;false;
sip;668950639209123842;London bound for @UKDatingAwards! I am a @VirginAtlantic fan. Vanity in the bathroom. Fun crew. Sip before takeoff. https://t.co/U2TDVe5Xna;false;
sip;668975332742062080;When you miss the train by literally 2 mins & you can actually just go to the bar & sip on a brew ??;true;
sip;669720500650684416;Glad the girls could make it too! @ Sip This https://t.co/4tYbGyyfM9;true;
sip;667811450325372928;This Monday is #mondaynightraww Come sip wit us.. & for More visuals checkut… https://t.co/USXINGeBDY;true;
sip;668871887095775232;When you actually need a hug but have to do with a matcha latte @ Bibble & Sip https://t.co/QbCStftmzF;true;
sip;668234859798773761;@_j0zlynnxo lmao I could tell link up soon sis you listen to my problems while we sip henny ??;false;
sip;669574763543703552;Thanksgiving Eve insanity on the roads in Bristol. Taking a minute to sip #Starbucks & recenter. #Namaste;false;
sip;667472275667599360;i drink a boost for breakfast and ensure for dizzert somebody ordered pancakes i just sip the sizzurp;false;
stage door;669411509051740160;Allegiance stage door #gaman #allegiancebroadway #leasalonga @ Allegiance - A New Musical https://t.co/irPjhP3Z4Q;true;
