"diablo royale",6.67430253858595E+17,"kitchen fulla nachos // future you fulla nachos?? @ Diablo Royale https://t.co/NOA2yzFx9A",TRUE,0
"todd english food hall",6.68095081837146E+17,"Dubs (@ Todd English Food Hall - @tefoodhall in New York NY) https://t.co/nO8O2FBupd",TRUE,1
"caracas arepa bar",6.6970693240449E+17,"Yummy. (at @CaracasArepaBar in New York NY) https://t.co/UKrqmpkdaY",TRUE,1
"regency hotel",6.68247363065094E+17,"cousin love - opppaaahhh love her !! @ Royal Regency Hotel https://t.co/Dhflb2JCJm",TRUE,1
papa's,6.68604711088558E+17,"#papaskitchen #filipino #restaurant #christmaslights #woodside #queens #newyork #nyc @ Papa's Kitchen https://t.co/Cxb4mjQuOi",TRUE,0
"adoro lei",6.69155628602888E+17,"Little Queens Pasta @adorolei #pasta #sausage #broccolirabe #garlic #extravirgin #whitewine… https://t.co/GnY8m1kML4",TRUE,1
convene,6.67740071639036E+17,"NEWS: #UNGA Ban Ki-moon proposes to convene a high-level summit on managing large-scale movements of migrants & refugees next #UNGA",FALSE,0
convene,6.68792968665555E+17,"UN WOMEN GLOBAL CIVIL SOCIETY DIALOGUE (at @Convene at 730 Third Avenue in New York NY) https://t.co/y3nLycQWGy",TRUE,0
convene,6.69330523341353E+17,"After Tues night NSC briefing @POTUS will again convene the team on Wed morning for a briefing on pre-holiday ""homeland security posture.""",FALSE,0
aurora,6.6866635351203E+17,"@mikethemovieguy @Kristin0409 @RaechelEP @TheVRO @cworiginals @itsnotbriana @VROBrancey nah bro. Aurora bout to die for kidnapping Becks",FALSE,0
aurora,6.67537166973686E+17,"O shit aurora better not turn cami ! #TheOriginals",FALSE,0
aurora,6.67811438057009E+17,"Phenomena Bent Sun Chart by #PaulJenkins. An original acrylic painting of a rainbow aurora from 1979.… https://t.co/geZE1dNjgp",TRUE,0
aurora,6.69198775924236E+17,"Mystical Magical Aurora Borealis! ?? Bless All Intuitive Photographers! @pacoaguilar7 @jeffpulver  https://t.co/ZAsDXEpBCI",FALSE,0
aurora,6.67454589977932E+17,"Another amazing sunset from my desk #ilovewhereilive #ilovemyjob @ MacKenzie-Childs Aurora https://t.co/XsD29iwcew",TRUE,0
aurora,6.67538181865239E+17,"Disney Princess Theme Ride reward! @melcuse23 #SoulCycle #Disney #WorkOutSingALong #Aurora #BriarRose… https://t.co/KhKeJxddbZ",TRUE,0
aurora,6.6762621327659E+17,"Ughhh I CANNOT STAND #Aurora #TheOriginals @cworiginals",FALSE,0
aurora,6.69515840887333E+17,"una lastima murio Aurora Venturini a los 92 anios. excelente escritora.  https://t.co/jHjQMU8ep0",FALSE,0
aurora,6.68509645049307E+17,"@petesaunders3 Too bad there's not service from Aurora to Peoria that could add infill stops to serve some of them.",FALSE,0
"cafe 232",6.68929509509435E+17,"And then night fell. #spaces #brooklyn @ Cafe 232 https://t.co/jIdtAt6dV7",TRUE,1
"cosmic diner",6.68462622388437E+17,"I'm at Cosmic Diner in New York NY https://t.co/5dCyI3uga6",TRUE,1
"cosmic diner",6.68077501000892E+17,"I'm at Cosmic Diner in New York NY https://t.co/MRGFTOa7Wl",TRUE,1
"cosmic diner",6.68442660185776E+17,"I LOVE this diner. #cosmicdinernyc #RazInNYC2015 @ Cosmic Diner 8th Avenue & 53rd Street https://t.co/d5Sbr7onvY",TRUE,1
verlaine,6.69298504146264E+17,"Welcome back @melissaloves711 ! (@ Verlaine Bar & Lounge - @verlainenyc in New York NY w/ @kris_marie92) https://t.co/qjCD9zzbr8",TRUE,1
verlaine,6.68228387756995E+17,"I'm at Verlaine Bar & Lounge - @verlainenyc in New York NY https://t.co/5JGcIAJAj7",TRUE,1
"grand army bar",6.69702033650397E+17,"Awesome sour gose on tap + Oysters with droppers ? (at @GrandArmyBar in Brooklyn NY) https://t.co/5XpSv7yrbY https://t.co/XAchIjKedC",TRUE,1
"grand army bar",6.68526602679149E+17,"@grandarmybar smoked mussels bbq   brussels sprout slaw toast CRAZY GOOD @speakeasyradio @ Grand Army https://t.co/bTFcKKwT5B",TRUE,0
"grand army bar",6.68564127779037E+17,"@grandarmybar one of the best things i ate all weekend - little neck clams with thai chili cilantro… https://t.co/FO1P3AC0d9",TRUE,0
"grand army bar",6.68515167509094E+17,"this may be the best bloody mary I've had in a long time @grandarmybar @bullinchinapdx… https://t.co/MXlUeXgSJd",TRUE,0
"grand army bar",6.68539359851897E+17,"kevin baird @grandarmybar and these phenomenal cocktails served in the @bullinchinapdx rocks glass… https://t.co/jcPRDUTCJf",TRUE,0
"eddie's sweet shop",6.67869161343742E+17,"This #FridayNight in #ForestHills #Queens. #icecream #1950s style. @ Eddie's Sweet Shop https://t.co/5wp01HTCLM",TRUE,1
pizza,6.67942782292619E+17,"Like I need to lose weight but then there's pizza so...",FALSE,0
pizza,6.67527414877172E+17,"So excited to get my hands on The Pizza Book! ??? https://t.co/b5lxSEQQU0",FALSE,0
pizza,6.67482757136851E+17,"forgot to get PIZZA before my train I'm gonna SCREAM blood MURDER",FALSE,0
pizza,6.69750675702727E+17,"I order parts for cars like motherfucking pizza for years while you get all yours from Sears",FALSE,0
pizza,6.68910133565637E+17,"#TheGabrielsNYC? @ Belmora Pizza & Restaurant https://t.co/2xV8DIFwvz",TRUE,1
pizza,6.69941674873852E+17,"I'm at Bleecker Street Pizza - @bleeckerpizza in New York NY https://t.co/9Hks1mtOlz",TRUE,1
pizza,6.68217539810501E+17,"Anyone wanna buy me pizza rolls? i'll give you my cat",FALSE,0
pizza,6.68155398961017E+17,"Today I'm staying both #Crusty & #Saucey @ Artichoke Basille's Pizza -… https://t.co/ssdti31c7N",TRUE,1
pizza,6.67426311791604E+17,"Hot Sopressata and Mozzarella. #pizza made w #realbrickoven #ferraraoven #pizzatime #picoftheday https://t.co/JDq0zo9Ygc",FALSE,0
pizza,6.69736033769161E+17,"I need pizza @ all my hoes (@JoeTavolino @taylorrpanno @thedeadcricket)",FALSE,0
dudleys,6.68592003702125E+17,"3D!!! THE DUDLEYS PICK UP THE WIN! #SurvivorSeries",FALSE,0
dudleys,6.70292408890999E+17,"The dudleys getting the tables https://t.co/kNBlXoQh4G",FALSE,0
dudleys,6.69668800724267E+17,"With my main bitch itsianraymond @ Dudleys NYC https://t.co/W34NMB7zbV",TRUE,1
dudleys,6.67517653808906E+17,"AND THE DUDLEYS AND NEVILLE WIN! #SmackDown",FALSE,0
dudleys,6.70052066455327E+17,"The Dudleys want some wood! #SmackDown",FALSE,0
dudleys,6.68592271516832E+17,"2 months ago the Dudleys were getting huge pops in Brooklyn.  They are now on the preshow.",FALSE,0
dudleys,6.69640593736229E+17,"Just posted a photo @ Dudleys NYC https://t.co/YczPPz7R6c",TRUE,1
dudleys,6.68966396030812E+17,"Bah Gawd King Dem Dam Dudleys just got hugged to death by that violent teddy bear Braun Strowman!  #RAW #jimrossinmyjead",FALSE,0
dudleys,6.67516997777912E+17,"I have a weird feeling the Dudleys will turn on Neville #WWE #Smackdown",TRUE,0
dudleys,6.68180225554035E+17,"brunch | bloody | bracelet ???? @ Dudleys NYC https://t.co/MwvZTvYbsw",TRUE,1
"pick a bagel",6.69598993953985E+17,"When the pick a bagel guy is creepy af",FALSE,0
"cafe luxembourg",6.68933165994541E+17,"My Date ??? @ Cafe Luxembourg https://t.co/tORO0DyJJV",TRUE,1
"loreley restaurant",6.67840680086106E+17,"I'm at Loreley Restaurant & Biergarten - @loreleytweet in New York NY https://t.co/txfqEI0M37",TRUE,0
"loreley restaurant",6.67901902651302E+17,"Happy birthday part 2 @kkearney ! (@ Loreley Restaurant & Biergarten - @loreleytweet in New York NY w/ @dens) https://t.co/C8Me8ZPMia",TRUE,0
"loreley restaurant",6.67894497704022E+17,"No Data reunion tour for KKs bday. God help us. (@ Loreley Restaurant & Biergarten - @loreleytweet in New York NY) https://t.co/nGQ17797No",TRUE,1
"loreley restaurant",6.67925728072217E+17,"Party like it's 2005! No Data 4.0 #HBDKK (@ Loreley Restaurant & Biergarten - @loreleytweet in New York NY) https://t.co/3uqmotSwRs",TRUE,1
talent,6.69979824434356E+17,"@nedr53 if you think Brock osweiler has more talent than Sam Bradford gtfo of my mentions immediately",FALSE,0
talent,6.67432526705725E+17,"What actual talent does she have? I want a new wife.",FALSE,0
talent,6.68088733393101E+17,"@RothenbergESPN have as much talent as Denver or the personnel to be the best is just as erroneous",FALSE,0
talent,6.67505428662735E+17,"also #notforprofit @CFDA excellent impact local #NYC #talent + #manufacturing & international trade export @stevenkolb #fashtech @adamklaff",FALSE,0
talent,6.69120814353162E+17,"@NeginFarsad If ever you need another vocalist/actor/songwriter/musician I'm there! I love your talent and focus! just revisited Nerdcore!",FALSE,0
talent,6.68466773138776E+17,"@WorldActors  #SuitPornSunday  Talent from 'down under"". https://t.co/DeF6PxeE2d",FALSE,0
talent,6.678482781433E+17,"#fact Puerto Rico has more wins over Mexico the much larger country.  3 mil to 80 mil that is a high concentration of talent in PR.",FALSE,0
talent,6.69233626035446E+17,"i champion my talented friends. my dj accolades. my underdog counterparts. these top my list on sheer talent and inspiration. not popularity",FALSE,0
talent,6.67340555442065E+17,"Glen Moreno Chair Pearson ""Including women doubles the talent pool"" #womensforumny",FALSE,0
talent,6.67434794410762E+17,"And there's Howarth chewing it up. This just has to stop. It is so offensive having to put up with this no talent clown on #GH",FALSE,0
"olde brooklyn bagel shoppe",6.68093373773955E+17,"I am thankful for this. @ Olde Brooklyn Bagel Shoppe https://t.co/PWLISZi9Rn",TRUE,1
"multiplex cinemas",6.68112065094148E+17,"I'm at Linden Boulevard Multiplex Cinemas for The Night Before in Brooklyn NY https://t.co/V4b1A9sto3",TRUE,1
"multiplex cinemas",6.69921942485471E+17,"I'm at Linden Boulevard Multiplex Cinemas for The Hunger Games: Mockingjay - Part 2 in Brooklyn NY https://t.co/GHwfb3RGIO",TRUE,1
"el centro",6.67566775639388E+17,"Ellos fueron el centro de atencion all night ?? @PrinceRoyce @EmeraudeToubia https://t.co/z2GK0SDLHG",FALSE,0
"el centro",6.68613905086853E+17,"Keith Richards #undertheinfluence @netflix  la música es el centro de todo! Para el y para mí!",FALSE,0
"el centro",6.6878965428036E+17,"@linsays20 un dato: el centro del campo de los equipos",FALSE,0
lasso,6.6887681344843E+17,"@CreoEcuador El mensaje del año 2015 a Guillermo Lasso enviado por Macri !!! https://t.co/JWRyAQUoOj",TRUE,0
lasso,6.69566327145779E+17,"Drinking a Lasso by @greatdividebrew at @thecraftsman — https://t.co/3yAWz2apuL",TRUE,1
lasso,6.67465270387167E+17,"Great Divide Lasso IPA now available in cans. https://t.co/keR3KzdZOs @greatdividebrew #BeerMenus",TRUE,0
"coffee shop",6.69148988910805E+17,"Louis Armstrong playing ""dream a little dream"" while I eat $10 avocado toast in this Brooklyn coffee shop and everything feels right.",FALSE,0
"coffee shop",6.6860197974102E+17,"Neighborhood coffee shop features a “zombie shelter”.   Guess I’m all set then.",FALSE,0
"coffee shop",6.69505165104255E+17,"Pour Overs and Politics @ Madman Espresso - Coffee Shop https://t.co/j9q3D4iWXS",TRUE,1
"coffee shop",6.69212966882025E+17,"Dominican food at a good price. ?? (@ Bridge Coffee Shop in Brooklyn NY) https://t.co/mGH3q5n89s",TRUE,1
"coffee shop",6.68853855615107E+17,"Working From #CafeGrind #NewYork. Some More #Coffee Please...??? #Friends #Work #CoffeeShop #Cafe… https://t.co/KxM6TEiSx9",TRUE,0
"coffee shop",6.69583429600694E+17,"I'd like to think I'd be a good player but I feel guilty when I go to a different chick at the coffee shop in the morning.",FALSE,0
"coffee shop",6.68510239419982E+17,"Sitting in coffee shop in Williamsburg writing poetry & wearing plaid. Are there any stock photogs around who need ""~Hip Brooklynite"" pics?",FALSE,0
"coffee shop",6.69301815888904E+17,"Lovely #cappuccino from a tiny hidden coffee shop on the upper west side… https://t.co/DwurJUvwyJ",TRUE,0
"coffee shop",6.68927104730419E+17,"At a coffee shop one block away from my apartment in Brooklyn waiting for dog walker to let me in. I forgot my keys at work in NJ. ?",FALSE,0
"coffee shop",6.69300913853583E+17,"The Weeknd on repeat at this coffee shop w/ @MyMissus for writing meetup. They throw in one other song & then right back to the Weeknd.",FALSE,0
"pasticceria rocco",6.70256898776543E+17,"Okay...who's jealous? @ Pasticceria Rocco https://t.co/c9XgxICrdb",TRUE,1
"pasticceria rocco",6.69357632931672E+17,"Had an awesome time at Rocco's for my birthday!! ?????? @ Pasticceria Rocco https://t.co/wxxlPZ16Bw",TRUE,1
"pasticceria rocco",6.6887171914326E+17,"I'm at Pasticceria Rocco - Pastry Shop and Espresso Cafe - @roccospastry in New York NY https://t.co/I41Dciq0Gi",TRUE,1
duffy's,6.67756231193403E+17,"When Ryan Duffy's dad submits a question and asks ""how much influence has your dad had on you?"" #NowWhatHuffPost #BUILDseries",FALSE,0
duffy's,6.68976527560716E+17,"Sam Duffy's senior fleece @ I love you https://t.co/gYUUBYMoxs",TRUE,0
"the panther room",6.68887418964189E+17,"Pumped to be hosting the Panther Room again next week with my Romanian talent Sepp and Nu Zau :) https://t.co/kZyYvCljVc",FALSE,0
"music hall of williamsburg",6.68282368248054E+17,"@_health_ // LIFE // missed you @jupiter_keyes @ Music Hall of Williamsburg https://t.co/jLo3VVN4VE",TRUE,1
"music hall of williamsburg",6.68252948691055E+17,"I'm at Music Hall of Williamsburg for HEALTH: Death Magic Tour 2015 in Brooklyn NY https://t.co/jDfsupVc6t",TRUE,1
"music hall of williamsburg",6.6755608181255E+17,"HI FAVORITES HI ?????? @ Music Hall of Williamsburg https://t.co/BJNqGf1UZR",TRUE,1
"music hall of williamsburg",6.69337443162804E+17,"#WATAIN watainofficial @ Music Hall of Williamsburg https://t.co/aR1LMHZXDh",TRUE,1
"music hall of williamsburg",6.67873224332546E+17,"So this is happening tonight! #stoked #musichallofwilliamsburg #nyc #anidifranco @ Music Hall of… https://t.co/jAf9IASNAy",TRUE,1
"music hall of williamsburg",6.69581791225913E+17,"#mayhem #atilla #green #devil #horns #blackmetal ! @ Music Hall of Williamsburg https://t.co/QmLhwSTz9v",TRUE,1
"music hall of williamsburg",6.6826839675732E+17,"#health @ Music Hall of Williamsburg https://t.co/r7zwj435Hd",TRUE,1
"music hall of williamsburg",6.67543815234986E+17,"I'm at Music Hall of Williamsburg for Diarrhea Planet in Brooklyn NY https://t.co/KbobmeNcq5",TRUE,1
"music hall of williamsburg",6.6787598392023E+17,"mjmjr_ mikeandruthy #musichallofwilliamsburg #mhow #brooklyn #livemusic @ Music Hall of Williamsburg https://t.co/wKgDkNOOZ8",TRUE,1
"music hall of williamsburg",6.69300848493773E+17,"Come over it's lit @ Music Hall of Williamsburg https://t.co/obtAm5bCCh",TRUE,1
norwood,6.6772717584443E+17,"#Job in #Norwood NY: ASST STORE MGR 57 SOUTH MAIN STREET NORWOOD NY at Dollar General Corporation https://t.co/CHqb4h30ew #Veterans",TRUE,0
norwood,6.67450584962765E+17,"This #job might be a great fit for you: SALES ASSOCIATE 57 SOUTH MAIN STREET NORWOOD NY - https://t.co/Kat1shKPqJ #Norwood NY #Veterans",TRUE,0
norwood,6.67910686895415E+17,"I'm at Norwood in New York NY https://t.co/oPKzJnZ9Xm",TRUE,1
norwood,6.68961624959623E+17,"No photos please just art @andreacook (@ Norwood in New York NY) https://t.co/hZsJL479ib",TRUE,1
norwood,6.69951905771205E+17,"Worked out on thanksgiving smh never have I ever... And it was roughhhhh @ Crunch - Norwood https://t.co/s2xBAj4rm0",TRUE,0
norwood,6.67503636319179E+17,"Thanks @gcvp. We got next. (@ Norwood in New York NY) https://t.co/Am2VgE4sKd",TRUE,1
norwood,6.69664835257442E+17,"Where else! (@ Norwood in New York NY) https://t.co/JMA6nFZuL8",TRUE,1
norwood,6.7008325650364E+17,"In-Depth: Why The Bronx Shot Down Housing NY | Norwood NewsNorwood News https://t.co/Nao4XRGQCE",FALSE,0
norwood,6.682986344931E+17,"I feel like that was Norwood shade",FALSE,0
norwood,6.67924993167069E+17,"#Heartcorewomen in New York City! #mastermind #entrepreneurs #bossbabe @ Norwood https://t.co/hnfDQbM5Z2",TRUE,1
garage,6.68218573760918E+17,"Congratulations to @Chris_Buescher.  Keep that trophy warm 4 next year's winner @J_Allgaier.  #nicestguyinthegarage https://t.co/yTiupfHQWR",FALSE,0
garage,6.68587407827161E+17,"I’ll have that new #R8 in my garage in the next 6 years @Audi #goals",FALSE,0
garage,6.70174832567435E+17,"Just posted a photo @ The Garage Bar and Lounge https://t.co/sdirOYXx26",TRUE,1
garage,6.67452016092914E+17,"@JWoska @bethesda @DCDeacon  this is like the nerd equivalent of a garage full of lambos",FALSE,0
garage,6.68081847180632E+17,"Now I walk past this fucking garage and a cat is desperately meowing at me https://t.co/T9YMtIErop",FALSE,0
garage,6.6821274059556E+17,"Trying this spot out (@ Le Garage in Brooklyn NY) https://t.co/QrpbmQOetc",TRUE,1
garage,6.68256721136169E+17,"Dinner and jazz with my #1. @ Garage Restaurant & Cafe https://t.co/HebYBMr02o",TRUE,1
garage,6.7012915283454E+17,"Just posted a photo @ The Garage Bar and Lounge https://t.co/5x8P1gVpwx",TRUE,1
garage,6.69587193879491E+17,"Roosevelt field has an electronic board outside the parking garage that tells you how many spots are available on each floor....",FALSE,0
garage,6.69363913629245E+17,"I saw @ChakaKhan at the 1am show at #thegarage when she was just a kid. #DWTSFinale",FALSE,0
standings,6.69208212076409E+17,"Current Political #Poll Standings https://t.co/DKeUCV6dHj #Election",FALSE,0
standings,6.68551415380464E+17,"2015 NFL Predictions Standings https://t.co/aA6QjUI4xv #NFL #Football",FALSE,0
standings,6.69205064893014E+17,"Current Political Poll Standings https://t.co/BlR7Yh9OZA #Election",FALSE,0
standings,6.70044381802578E+17,"I mean Pumas finished first in the la liga MX standings so it's only fair they deserve la liga trophy",FALSE,0
standings,6.68994871617716E+17,"@nflnetwork this game bull $&/%.If the NFL called a fair game the standings would be a lot different. How much does #Kraft pay the #NFL?",FALSE,0
standings,6.70068745138762E+17,"Updated Standings in the NFC East heading into Sunday https://t.co/cEcnW5WPed",FALSE,0
standings,6.67832311975535E+17,"Current Presidential Poll Standings https://t.co/k4Ab2T1G7z #Election2017",FALSE,0
standings,6.69359810643644E+17,"@easternbias My NCAA Convention rule proposal that the score of the UConn-Lowell BBall game count in the Hockey East standings was defeated.",FALSE,0
standings,6.67832478522958E+17,"Current Presidential #Poll Standings https://t.co/zc8KADoq16 #Election2020",FALSE,0
standings,6.6920818858827E+17,"Current Presidential #Poll Standings https://t.co/xA12SI8DxZ #Election2020",FALSE,0
"big gay ice cream shop",6.679101673554E+17,"I'm at Big Gay Ice Cream Shop in New York NY https://t.co/MKApr8nDkF",TRUE,1
"big gay ice cream shop",6.68060463771599E+17,"?? @ Big Gay Ice Cream Shop https://t.co/IAVjPub3LM",TRUE,1
"big gay ice cream shop",6.69635856660103E+17,"Just posted a photo @ Big Gay Ice Cream Shop https://t.co/oeRqLMvIyK",TRUE,1
"big gay ice cream shop",6.696398277306E+17,"Enjoying some #rockyroad #icecream @biggayicecream @ Big Gay Ice Cream Shop https://t.co/txfA09moeM",TRUE,1
"big gay ice cream shop",6.69252429741994E+17,"Pumpkin shake. (@ Big Gay Ice Cream Shop in New York NY) https://t.co/RbaH4iAokF",TRUE,1
alchemy,6.69000514374377E+17,"FYI. #bathroomdiaries #brooklyn #alchemyrestaurant #keepcalmandpee @ Alchemy Restaurant https://t.co/cVQoVZYnRl",TRUE,1
alchemy,6.69353325738E+17,"@meakoopa @BrandyLJensen Alchemy in Park Slope Brooklyn. It's some good shit.",FALSE,0
alchemy,6.6810619346697E+17,"I'm at Alchemy Restaurant & Bar - @alchemypub in Brooklyn NY https://t.co/O3xTNcn8Y4",TRUE,1
alchemy,6.69154636406878E+17,"Wallpaper at Alchemy ? #brooklyn #print #alchemyrestaurant #latergram @ Alchemy Restaurant https://t.co/gpN2oA4S2r",TRUE,1
alchemy,6.68805174778049E+17,"monty use alot of alchemy just to keep staying alive. all you need is one atom or ion out of place and he loses.permanent blindness",FALSE,0
"waverly restaurant",6.69379555476562E+17,"I'm at Waverly Restaurant in New York NY https://t.co/ZP2vdVZ79B",TRUE,1
"waverly restaurant",6.69695854551376E+17,"#nomnom @ Waverly Restaurant https://t.co/dyLpGLN0st",TRUE,1
"cafe gitane",6.69336280614969E+17,"??? @ Cafe Gitane https://t.co/QxvtYE16o6",TRUE,1
"cafe gitane",6.69019193174454E+17,"Couldn't resist? @ Cafe Gitane https://t.co/aXq1FIFSL4",TRUE,1
"cafe gitane",6.68923456453521E+17,"Sessions of girl talk over wine with miss preekka at Cafe Gitane this afternoon?? #nyc @ Cafe Gitane https://t.co/Z1ywd3DpEd",TRUE,1
"cafe gitane",6.67685069746774E+17,"A great way to start a day. Happy Friday. @ Cafe Gitane https://t.co/BAx4OME36f",TRUE,1
"cafe gitane",6.69182542721847E+17,"?Baked egg Sandwich ?? #breakfast #nyc  #maro #birthday @ Cafe Gitane NoLita https://t.co/ESMkeevWRo",TRUE,1
"cafe gitane",6.69637384380809E+17,"#Repost @annahyclak with repostapp. ??? Definition of squad. ?? @ Cafe Gitane https://t.co/xaWpKDvoU8",TRUE,1
"cafe gitane",6.69331729660977E+17,"Beautiful birthday celebrations for @annahyclak ???????? @ Cafe Gitane https://t.co/F9BrPRH2He",TRUE,1
"cafe gitane",6.68626897081864E+17,"Here for my #bdayparty!! ??? #TheJaneHotel #CafeGitane #GirlsNight @JaneHotelNYC ?? (@ The @JaneHotelNyc) https://t.co/CRTQb0MRyy",TRUE,1
"cafe gitane",6.68549363032019E+17,"Just posted a photo @ Cafe Gitane NoLita https://t.co/wpFrQaPnux",TRUE,1
"sweet spot",6.68970413184131E+17,"Mid-September to mid-November: that sweet spot between your iPhone overheating and freezing outside",FALSE,0
"sweet spot",6.69310916144587E+17,"Girl Date ? doing homework drinking? & catching up ?? @ Sweet Spot https://t.co/UoLW5SPfui",TRUE,1
"sweet spot",6.69781024071623E+17,"@HaroldItz Bless! I wish you only the sweet spot of inebriation and none of that rubbish to either side.",FALSE,0
"pie corps",6.69886748256633E+17,"Picking up our #thanksgiving #pies this morning @piecorpsnyc this guy is all like ""is there pie in… https://t.co/bMXE1uEI6C",TRUE,0
"heights cafe",6.68494988284723E+17,"Just posted a photo @ Heights Cafe https://t.co/tlAaxWAVPk",TRUE,1
"il sole",6.70223187981021E+17,"Doy gracias por ti TE AMO ?? #happythanksgivingyall #yeezyseason #yeezyboost750 @ IL SOLE RESTAURANT https://t.co/QK2pUABLqY",TRUE,0
"il sole",6.67850299873317E+17,"Hello Hi.... ? Margherita Pizza ? ilsoleny ... 233 Dyckman St Ny Ny 10034 .... Reservaciones 212 544… https://t.co/rgLZUKzKTs",TRUE,0
"il sole",6.69752134221636E+17,"Con #Mi_Kikita_Hermosa kaisha_ortiz degustando  en un Rico lugar  llamado IL Sole. ilsole  noche. De… https://t.co/ClG1YLt5eI",TRUE,0
"the half king",6.68115424215716E+17,"Brunch y fútbol #madridvsbarça en #newyork (@ The Half King in New York NY) https://t.co/WczaqY0hrD https://t.co/bKkG7bxbHj",TRUE,1
"the half king",6.69766149282865E+17,"With my girls! It's been a while! ??? @ The Half King https://t.co/49PsVsXDBI",TRUE,1
"the half king",6.67580714297217E+17,"#hbo (@ The Half King in New York NY) https://t.co/GU533hBdmc",TRUE,1
excelsior,6.68179650229764E+17,"@Excelsior en México no se respeta ni al peatón ni al ciclista  no existe una educación vial apropiada ni ciudadana. Cede el paso.",FALSE,0
goldbar,6.6746266242338E+17,"They say I'm wastin' time they say that I'm no good. ?? @ Goldbar https://t.co/AtSNak0NNQ",TRUE,1
goldbar,6.69284502485627E+17,"???? @ Goldbar https://t.co/dk2ysF0bIY",TRUE,1
goldbar,6.68080672586777E+17,"?? mingling mints @ Goldbar https://t.co/rAoYg7CKG8",TRUE,1
goldbar,6.69567368142725E+17,"Golden girls?? #betcheslovegold #glam #goldbar #setlife #nyc #bottles #models #goldmembers #billions… https://t.co/lw2YsRo9a2",TRUE,0
goldbar,6.69006965226537E+17,"With the beautiful @kylefarmery chatting at gold bar after my premiere… @ Goldbar https://t.co/gMSrGrc96Q",TRUE,1
goldbar,6.67488844997075E+17,"imperialcourtny Presents #LoveIsLove goldbar a fundraiser for Hetrick-Martin Institute 7pm Music by… https://t.co/1ZeVyrobM9",TRUE,0
goldbar,6.68680127644049E+17,"For the millionth time @GoldBarNY is on FIRE ?",FALSE,0
goldbar,6.67941885139403E+17,"double breasted flat chested @ Goldbar https://t.co/M0rO03CWW4",TRUE,1
goldbar,6.67521975120597E+17,"Sup ? @ Goldbar https://t.co/CpiUleSrvx",TRUE,1
goldbar,6.68862670175642E+17,"the best @GoldBarNY #blessed @iheartdjkstyles https://t.co/gk3np5gvGV",FALSE,0
vintry,6.6856770096112E+17,"Panza llena y corazón contento @ Vintry Wine & Whiskey https://t.co/jkYrOGn9U6",TRUE,1
vintry,6.67573685948162E+17,"I'm at Vintry Wine & Whiskey - @vintrynyc in New York NY https://t.co/ryrV1YFW5B",TRUE,1
"totto ramen",6.6741563745554E+17,"Having late lunch @ Totto Ramen https://t.co/lHBSvomWiK",TRUE,1
"totto ramen",6.68157263031443E+17,"Finally I can pair an Asahi with my ramen! (@ Totto Ramen in New York NY) https://t.co/L94SrXeraH https://t.co/fMrtnlKAEz",TRUE,1
"totto ramen",6.69559750091252E+17,"I'm at Totto Ramen in New York NY https://t.co/4njOAfLWUo",TRUE,1
"totto ramen",6.68847230800036E+17,"5on of bitch RT @Jimmy_Nas: I’m at Totto Ramen in New York NY https://t.co/Q5vM3olpFM",FALSE,1
"totto ramen",6.67775081498714E+17,"Whoops forgot to take the before pic. @ Totto Ramen https://t.co/1ul6IuCJN4",TRUE,1
"totto ramen",6.68483030445507E+17,"So-so ramen at Totto Ramen #newyork #nyc #ramen #noodles #tottoramen #food #foodporn #latergram @… https://t.co/VxRkeTog1G",TRUE,0
"totto ramen",6.68163542110089E+17,"Hungry. Full. Yummy. #ramen #tottoramen #asahi @ Totto Ramen https://t.co/70eQh2SkYy",TRUE,1
"totto ramen",6.68614066756321E+17,"Boom. I officially will not touch Orlando ramen ? anymore #foodporn #tottoramen @ Totto Ramen https://t.co/eNbiuX3IVv",TRUE,1
"totto ramen",6.68164369864385E+17,"I hate this part right here... #foodie @ Totto Ramen https://t.co/tDGwAbV3cn",TRUE,1
"totto ramen",6.67905148275044E+17,"I'm at Totto Ramen in New York NY https://t.co/cCJY2kcuuU",TRUE,1
"ready to eat",6.6991121170262E+17,"Thanks to soccer I don't gotta worry about what I eat or how much I eat. This body is ready to eat anything & everything. #HappyThanksgiving",FALSE,0
"ready to eat",6.7001007843147E+17,"Almost ready to eat our Thanksgiving meal. #broadalbinny  #robnanns @ Broadalbin New York https://t.co/asJjZGkdeH",TRUE,1
"ready to eat",6.69966075392586E+17,"im ready to eat this year im doin it different eating twice fwm",FALSE,0
"ready to eat",6.69867845757587E+17,"90 minute ride today. Gotta get ready to eat #thanksgiving #spin (@ XSport Fitness in East Garden City NY) https://t.co/enGTu0Djr6",TRUE,1
"ready to eat",6.69704148460376E+17,"Carmel dipped apples ready to eat #homemade #candyapples #dessertmaker #carmelapple… https://t.co/7aWoiUTaRl",TRUE,0
"ready to eat",6.69950582761853E+17,"Friends marathon!! Happy thanksgiving! My fat pants are on! Ready to eat everything",FALSE,0
"ready to eat",6.69883381849719E+17,"Stomach hurt feels empty ? I'm ready to eat ?",FALSE,0
"ready to eat",6.69903517612511E+17,"Tan Mom Turkey Tip: When Your Turkey is A Deep Dark Golden Shade of Me. It's Ready To Eat - Enjoy! Howard Stern Show https://t.co/v8kEGy9rFd",FALSE,0
"ready to eat",6.70111967026262E+17,"Now that my food coma is gone. I'm ready to eat again ??",FALSE,0
